;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
21;0001062993-22-023641;2022-12-09;2022-12-08;2022-12-09T18:03:48.000Z;;4;;;;6290;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
22;0001062993-22-023247;2022-12-02;2022-12-01;2022-12-02T18:03:00.000Z;;4;;;;13925;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
23;0001062993-22-023110;2022-12-01;2022-11-30;2022-12-01T18:07:58.000Z;;4;;;;4282;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
24;0001214659-22-014058;2022-11-21;;2022-11-21T16:58:41.000Z;34;PX14A6G;001-37845;221406519;;78906;0;0;b1121220px14a6g.htm;
25;0001062993-22-022122;2022-11-14;2022-11-11;2022-11-14T18:22:57.000Z;;4;;;;4531;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
26;0001214659-22-013139;2022-11-04;;2022-11-04T06:01:58.000Z;34;PX14A6G;001-37845;221360030;;66476;0;0;r113221px14a6g.htm;
27;0001193125-22-270488;2022-10-27;;2022-10-27T09:08:01.000Z;34;DEFA14A;001-37845;221335085;;1885264;0;0;d411613ddefa14a.htm;DEFA14A
28;0001193125-22-270484;2022-10-27;2022-12-13;2022-10-27T09:05:54.000Z;34;DEF 14A;001-37845;221335076;;21196320;0;0;d318171ddef14a.htm;DEF 14A
29;0001564590-22-035087;2022-10-25;2022-09-30;2022-10-25T16:08:55.000Z;34;10-Q;001-37845;221329593;;18509528;1;1;msft-10q_20220930.htm;10-Q
30;0001193125-22-268356;2022-10-25;2022-10-25;2022-10-25T16:02:59.000Z;34;8-K;001-37845;221329520;2.02,9.01;527379;1;1;d361432d8k.htm;8-K
31;0001062993-22-020919;2022-10-18;2022-10-17;2022-10-18T18:10:50.000Z;;4;;;;4281;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
32;0001062993-22-019798;2022-09-20;2022-09-19;2022-09-20T18:23:38.000Z;;4/A;;;;6134;0;0;xslF345X03/form4a.xml;AMENDED STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
33;0001062993-22-019795;2022-09-20;2022-09-19;2022-09-20T18:09:12.000Z;;4;;;;4627;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
34;0001062993-22-019793;2022-09-20;2022-09-19;2022-09-20T18:08:13.000Z;;4;;;;4607;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
35;0001062993-22-019790;2022-09-20;2022-09-19;2022-09-20T18:06:55.000Z;;4;;;;4588;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
36;0001062993-22-019785;2022-09-20;2022-09-19;2022-09-20T18:04:41.000Z;;4;;;;4602;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
37;0001062993-22-019783;2022-09-20;2022-09-19;2022-09-20T18:03:11.000Z;;4;;;;4631;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
38;0001062993-22-019781;2022-09-20;2022-09-19;2022-09-20T18:01:54.000Z;;4;;;;4594;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
39;0001062993-22-019522;2022-09-13;2022-09-12;2022-09-13T18:02:38.000Z;;4;;;;5731;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
40;0001062993-22-019440;2022-09-09;2022-09-08;2022-09-09T18:18:41.000Z;;4;;;;6173;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
41;0001062993-22-019438;2022-09-09;2022-09-08;2022-09-09T18:17:46.000Z;;4;;;;9279;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
42;0001062993-22-019436;2022-09-09;2022-09-08;2022-09-09T18:17:02.000Z;;4;;;;6112;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
43;0001062993-22-019434;2022-09-09;2022-09-08;2022-09-09T18:16:19.000Z;;4;;;;6294;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
44;0001062993-22-019432;2022-09-09;2022-09-08;2022-09-09T18:15:41.000Z;;4;;;;6128;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
45;0001062993-22-019430;2022-09-09;2022-09-08;2022-09-09T18:14:58.000Z;;4;;;;6299;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
46;0001062993-22-019428;2022-09-09;2022-09-08;2022-09-09T18:14:08.000Z;;4;;;;6290;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
47;0001062993-22-019250;2022-09-06;2022-09-02;2022-09-06T18:01:35.000Z;;4;;;;4781;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
48;0001062993-22-019148;2022-09-02;2022-09-01;2022-09-02T18:03:58.000Z;;4;;;;13919;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
49;0001062993-22-019046;2022-09-01;2022-08-30;2022-09-01T18:26:58.000Z;;4;;;;6849;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
50;0001062993-22-019043;2022-09-01;2022-08-30;2022-09-01T18:26:01.000Z;;4;;;;5756;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
51;0001062993-22-019041;2022-09-01;2022-08-30;2022-09-01T18:25:14.000Z;;4;;;;8195;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
52;0001062993-22-019038;2022-09-01;2022-08-30;2022-09-01T18:23:58.000Z;;4;;;;5071;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
53;0001062993-22-019036;2022-09-01;2022-08-30;2022-09-01T18:23:08.000Z;;4;;;;5064;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
54;0001062993-22-019033;2022-09-01;2022-08-30;2022-09-01T18:22:16.000Z;;4;;;;5853;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
55;0001062993-22-019031;2022-09-01;2022-08-30;2022-09-01T18:21:25.000Z;;4;;;;6034;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
56;0001062993-22-019029;2022-09-01;2022-08-30;2022-09-01T18:20:32.000Z;;4;;;;5867;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
57;0001062993-22-019027;2022-09-01;2022-08-30;2022-09-01T18:19:38.000Z;;4;;;;6225;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
58;0001062993-22-019025;2022-09-01;2022-08-30;2022-09-01T18:18:37.000Z;;4;;;;5379;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
59;0001062993-22-019023;2022-09-01;2022-08-30;2022-09-01T18:17:34.000Z;;4;;;;6026;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
60;0001062993-22-019021;2022-09-01;2022-08-31;2022-09-01T18:14:38.000Z;;4;;;;4570;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
61;0001062993-22-019019;2022-09-01;2022-08-30;2022-09-01T18:13:42.000Z;;4;;;;7568;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
62;0001062993-22-019017;2022-09-01;2022-08-30;2022-09-01T18:12:10.000Z;;4;;;;8924;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
63;0001062993-22-019015;2022-09-01;2022-08-30;2022-09-01T18:11:16.000Z;;4;;;;10290;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
64;0001062993-22-019013;2022-09-01;2022-08-30;2022-09-01T18:09:38.000Z;;4;;;;7343;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
65;0001062993-22-019011;2022-09-01;2022-08-30;2022-09-01T18:08:29.000Z;;4;;;;8828;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
66;0001062993-22-019009;2022-09-01;2022-08-30;2022-09-01T18:06:55.000Z;;4;;;;7565;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
67;0001062993-22-019007;2022-09-01;2022-08-30;2022-09-01T18:05:59.000Z;;4;;;;7350;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
68;0001564590-22-026876;2022-07-28;2022-06-30;2022-07-28T16:06:19.000Z;34;10-K;001-37845;221115247;;26423137;1;1;msft-10k_20220630.htm;10-K
69;0001193125-22-202034;2022-07-26;2022-07-26;2022-07-26T16:02:59.000Z;34;8-K;001-37845;221107137;2.02,9.01;666373;1;1;d372382d8k.htm;8-K
70;0001062993-22-016449;2022-07-18;2022-07-15;2022-07-18T18:03:12.000Z;;4;;;;4281;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
71;0001193125-22-180215;2022-06-23;2021-12-31;2022-06-23T16:37:00.000Z;34;11-K;001-37845;221035940;;148127;0;0;d342691d11k.htm;11-K
72;0001193125-22-180208;2022-06-23;2021-12-31;2022-06-23T16:33:54.000Z;34;11-K;001-37845;221035913;;1784795;0;0;d339324d11k.htm;11-K
73;0001062993-22-014851;2022-06-14;2022-06-14;2022-06-14T19:39:04.000Z;;4;;;;4561;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
74;0001062993-22-014692;2022-06-10;2022-06-09;2022-06-10T18:10:05.000Z;;4;;;;6173;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
75;0001062993-22-014690;2022-06-10;2022-06-09;2022-06-10T18:09:06.000Z;;4;;;;9279;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
76;0001062993-22-014688;2022-06-10;2022-06-09;2022-06-10T18:08:03.000Z;;4;;;;6111;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
77;0001062993-22-014686;2022-06-10;2022-06-09;2022-06-10T18:07:05.000Z;;4;;;;6293;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
78;0001062993-22-014684;2022-06-10;2022-06-09;2022-06-10T18:05:58.000Z;;4;;;;6128;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
79;0001062993-22-014682;2022-06-10;2022-06-09;2022-06-10T18:04:59.000Z;;4;;;;6299;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
80;0001062993-22-014680;2022-06-10;2022-06-09;2022-06-10T18:03:53.000Z;;4;;;;6290;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
81;0001193125-22-165839;2022-06-02;2022-06-02;2022-06-02T09:01:35.000Z;34;8-K;001-37845;22989351;7.01,9.01;980957;1;1;d295016d8k.htm;8-K
82;0001062993-22-014016;2022-06-01;2022-05-31;2022-06-01T16:36:00.000Z;;4;;;;6224;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
83;0001062993-22-014014;2022-06-01;2022-05-31;2022-06-01T16:32:43.000Z;;4;;;;6848;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
84;0001062993-22-014012;2022-06-01;2022-05-31;2022-06-01T16:31:58.000Z;;4;;;;5755;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
85;0001062993-22-014009;2022-06-01;2022-05-31;2022-06-01T16:30:34.000Z;;4;;;;8459;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
86;0001062993-22-014007;2022-06-01;2022-05-31;2022-06-01T16:29:42.000Z;;4;;;;5070;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
87;0001062993-22-014005;2022-06-01;2022-05-31;2022-06-01T16:27:49.000Z;;4;;;;5063;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
88;0001062993-22-014003;2022-06-01;2022-05-31;2022-06-01T16:26:02.000Z;;4;;;;5851;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
89;0001062993-22-014001;2022-06-01;2022-05-31;2022-06-01T16:25:02.000Z;;4;;;;6032;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
90;0001062993-22-013999;2022-06-01;2022-05-31;2022-06-01T16:23:27.000Z;;4;;;;5866;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
91;0001062993-22-013989;2022-06-01;2022-05-31;2022-06-01T16:10:14.000Z;;4;;;;5378;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
92;0001062993-22-013987;2022-06-01;2022-05-31;2022-06-01T16:09:18.000Z;;4;;;;6025;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
93;0001062993-22-013985;2022-06-01;2022-05-31;2022-06-01T16:08:21.000Z;;4;;;;4280;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
94;0001193125-22-163779;2022-05-31;;2022-05-31T14:48:30.000Z;34;SD;001-37845;22982667;;445948;0;0;d350670dsd.htm;FORM SD
95;0001564590-22-015675;2022-04-26;2022-03-31;2022-04-26T16:08:55.000Z;34;10-Q;001-37845;22854390;;22314465;1;1;msft-10q_20220331.htm;10-Q
96;0001193125-22-120207;2022-04-26;2022-04-26;2022-04-26T16:03:59.000Z;34;8-K;001-37845;22854261;2.02,9.01;573368;1;1;d328712d8k.htm;8-K
97;0001062993-22-010460;2022-04-19;2022-04-18;2022-04-19T18:09:32.000Z;;4;;;;4496;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
98;0001062993-22-010459;2022-04-19;2022-04-12;2022-04-19T18:09:07.000Z;;4;;;;4596;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
99;0001062993-22-010458;2022-04-19;2022-04-05;2022-04-19T18:08:47.000Z;;4;;;;6043;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
100;0001062993-22-008947;2022-03-29;2022-03-28;2022-03-29T18:07:00.000Z;;4;;;;4279;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
101;0001193125-22-080516;2022-03-21;2021-12-31;2022-03-21T16:02:54.000Z;34;11-K;001-37845;22755744;;54469;0;0;d292989d11k.htm;11-K
102;0001062993-22-007528;2022-03-11;2022-03-10;2022-03-11T18:31:15.000Z;;4;;;;6172;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
103;0001062993-22-007527;2022-03-11;2022-03-10;2022-03-11T18:30:59.000Z;;4;;;;10646;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
104;0001062993-22-007526;2022-03-11;2022-03-10;2022-03-11T18:30:31.000Z;;4;;;;6110;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
105;0001062993-22-007525;2022-03-11;2022-03-10;2022-03-11T18:28:20.000Z;;4;;;;6293;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
106;0001062993-22-007520;2022-03-11;2022-03-10;2022-03-11T18:24:21.000Z;;4;;;;6125;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
107;0001062993-22-007518;2022-03-11;2022-03-10;2022-03-11T18:21:26.000Z;;4;;;;6299;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
108;0001062993-22-007516;2022-03-11;2022-03-10;2022-03-11T18:18:00.000Z;;4;;;;6290;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
109;0001062993-22-006442;2022-03-02;2022-02-28;2022-03-02T18:22:01.000Z;;4;;;;4993;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
110;0001062993-22-006440;2022-03-02;2022-02-28;2022-03-02T18:21:11.000Z;;4;;;;4285;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
111;0001062993-22-006438;2022-03-02;2022-02-28;2022-03-02T18:20:12.000Z;;4;;;;6349;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
112;0001062993-22-006436;2022-03-02;2022-02-28;2022-03-02T18:18:37.000Z;;4;;;;4280;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
113;0001062993-22-006433;2022-03-02;2022-02-28;2022-03-02T18:17:52.000Z;;4;;;;4271;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
114;0001062993-22-006430;2022-03-02;2022-02-28;2022-03-02T18:16:51.000Z;;4;;;;4285;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
115;0001062993-22-006428;2022-03-02;2022-02-28;2022-03-02T18:15:15.000Z;;4;;;;4314;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
116;0001062993-22-006423;2022-03-02;2022-02-28;2022-03-02T18:13:42.000Z;;4;;;;4278;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
117;0001062993-22-004646;2022-02-16;2022-02-15;2022-02-16T18:22:41.000Z;;4;;;;4379;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
118;0001104659-22-018095;2022-02-10;;2022-02-10T08:27:52.000Z;34;SC 13G/A;005-38758;22610358;;12895;0;0;tv01431-microsoftcorp.htm;SCHEDULE 13G/A
119;0001062993-22-003389;2022-02-09;2022-02-08;2022-02-09T18:16:05.000Z;;4;;;;4774;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
120;0000834237-22-008433;2022-02-08;;2022-02-08T17:12:17.000Z;34;SC 13G/A;005-38758;22602666;;13711;0;0;us5949181045_020822.txt;
121;0001062993-22-002066;2022-02-01;2022-01-31;2022-02-01T18:16:29.000Z;;4;;;;6848;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
122;0001062993-22-002063;2022-02-01;2022-01-28;2022-02-01T18:15:17.000Z;;4;;;;9427;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
123;0001062993-22-002061;2022-02-01;2022-01-31;2022-02-01T18:14:17.000Z;;4;;;;9559;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
124;0001062993-22-002059;2022-02-01;2022-01-31;2022-02-01T18:13:23.000Z;;4;;;;5070;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
125;0001062993-22-002057;2022-02-01;2022-01-31;2022-02-01T18:12:28.000Z;;4;;;;5063;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
126;0001062993-22-002055;2022-02-01;2022-01-31;2022-02-01T18:11:21.000Z;;4;;;;5851;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
127;0001062993-22-002052;2022-02-01;2022-01-31;2022-02-01T18:09:56.000Z;;4;;;;6032;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
128;0001062993-22-002050;2022-02-01;2022-01-31;2022-02-01T18:08:55.000Z;;4;;;;5866;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
129;0001062993-22-002048;2022-02-01;2022-01-31;2022-02-01T18:07:49.000Z;;4;;;;6041;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
130;0001062993-22-002046;2022-02-01;2022-01-31;2022-02-01T18:06:25.000Z;;4;;;;5378;0;0;xslF345X03/form4.xml;STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES
